TradeID,Portfolio,Trader,Symbol,Quantity,Price,Side,TradeDate,SettlementDate,Exchange,Currency,AssetClass,Sector,Broker,Counterparty,Commission
179,Balanced,Brittany,TSLA,1000,205.07,BUY,2026-07-21,2026-07-23,NASDAQ,USD,Equity,Auto,Goldman Sachs,Wood Ltd,102.53
180,Income,Tara,NVDA,200,401.29,SELL,2026-07-27,2026-07-29,NASDAQ,USD,Equity,Technology,JPMorgan,Cook-Ross,40.13
181,Retirement,Randy,JNJ,500,126.94,BUY,2026-07-07,2026-07-09,NYSE,USD,Equity,Healthcare,Citi,Reid Ltd,31.73
182,Income,Joshua,GS,200,187.76,BUY,2026-07-20,2026-07-22,NYSE,USD,Equity,Financial,JPMorgan,"Saunders, Stephens and Fisher",18.78
183,Balanced,Robert,GOOGL,200,31.62,BUY,2026-07-31,2026-08-02,NASDAQ,USD,Equity,Technology,Citi,Reynolds PLC,3.16
184,Retirement,Robert,TSLA,1000,258.65,BUY,2026-07-08,2026-07-10,NASDAQ,USD,Equity,Auto,Bank of America,"Strickland, Green and Garcia",129.32
185,ETF,Robert,AMZN,1000,73.07,BUY,2026-07-25,2026-07-27,NASDAQ,USD,Equity,Consumer,Goldman Sachs,Perkins-Carter,36.54
186,Growth,James,JNJ,200,382.47,SELL,2026-07-28,2026-07-30,NYSE,USD,Equity,Healthcare,Morgan Stanley,Gardner-Hudson,38.25
187,Income,Tanya,WFC,100,33.29,BUY,2026-07-24,2026-07-26,NYSE,USD,Equity,Financial,Bank of America,Floyd-Price,1.66
188,Income,Martha,PFE,200,353.08,SELL,2026-07-26,2026-07-28,NYSE,USD,Equity,Healthcare,Bank of America,Hunt-Dickson,35.31
189,Balanced,Brandon,PFE,100,419.94,BUY,2026-07-13,2026-07-15,NYSE,USD,Equity,Healthcare,UBS,Gutierrez LLC,21.0
190,Income,Samuel,PFE,200,296.97,SELL,2026-07-14,2026-07-16,NYSE,USD,Equity,Healthcare,JPMorgan,"May, Casey and Barnes",29.7
191,Balanced,Jared,MSFT,500,354.73,SELL,2026-07-26,2026-07-28,NASDAQ,USD,Equity,Technology,JPMorgan,Kelly-Spencer,88.68
192,Income,Samantha,AMZN,500,349.12,BUY,2026-07-23,2026-07-25,NASDAQ,USD,Equity,Consumer,JPMorgan,"Roman, Sharp and Dixon",87.28
193,Growth,Paul,TSLA,200,98.45,BUY,2026-07-19,2026-07-21,NASDAQ,USD,Equity,Auto,Goldman Sachs,Bates LLC,9.85
194,Balanced,Scott,PFE,100,443.22,BUY,2026-07-27,2026-07-29,NYSE,USD,Equity,Healthcare,Morgan Stanley,Garcia PLC,22.16
195,Retirement,Pamela,MSFT,1000,217.19,BUY,2026-07-18,2026-07-20,NASDAQ,USD,Equity,Technology,UBS,"Jackson, Perry and Harding",108.59
196,Retirement,James,MSFT,1000,443.22,SELL,2026-07-07,2026-07-09,NASDAQ,USD,Equity,Technology,Morgan Stanley,Hill Inc,221.61
197,Growth,Ryan,AAPL,200,91.04,BUY,2026-07-21,2026-07-23,NASDAQ,USD,Equity,Technology,Bank of America,Jackson and Sons,9.1
198,Balanced,David,GOOGL,200,291.61,BUY,2026-07-30,2026-08-01,NASDAQ,USD,Equity,Technology,Goldman Sachs,Mcdaniel Inc,29.16
199,Balanced,Kelly,GS,1000,317.89,BUY,2026-07-10,2026-07-12,NYSE,USD,Equity,Financial,Bank of America,"Warner, Cross and Williams",158.94
200,Balanced,Chad,META,100,367.44,SELL,2026-07-21,2026-07-23,NASDAQ,USD,Equity,Technology,JPMorgan,Castro Ltd,18.37
201,ETF,Alyssa,TSLA,200,297.39,SELL,2026-07-23,2026-07-25,NASDAQ,USD,Equity,Auto,Citi,Chen PLC,29.74
202,Growth,Bradley,AMZN,200,223.42,BUY,2026-07-26,2026-07-28,NASDAQ,USD,Equity,Consumer,Bank of America,Weaver-Hernandez,22.34
203,Retirement,Jill,PFE,200,117.19,SELL,2026-07-15,2026-07-17,NYSE,USD,Equity,Healthcare,Bank of America,Mendez Ltd,11.72
204,Income,Jay,XOM,500,429.84,SELL,2026-07-16,2026-07-18,NYSE,USD,Equity,Energy,Bank of America,Mendez Inc,107.46
205,Growth,Tammy,JPM,1000,362.68,SELL,2026-07-13,2026-07-15,NYSE,USD,Equity,Financial,Bank of America,Hamilton Ltd,181.34
206,Balanced,Clayton,BAC,200,471.71,BUY,2026-07-20,2026-07-22,NYSE,USD,Equity,Financial,Bank of America,Tapia Ltd,47.17
207,Income,Christina,AAPL,500,241.44,BUY,2026-07-31,2026-08-02,NASDAQ,USD,Equity,Technology,UBS,Hall-Johnson,60.36
208,ETF,Steven,WFC,200,315.99,SELL,2026-07-04,2026-07-06,NYSE,USD,Equity,Financial,UBS,Pace Ltd,31.6
209,Growth,Ana,AAPL,500,313.35,SELL,2026-07-05,2026-07-07,NASDAQ,USD,Equity,Technology,UBS,Yu-Hester,78.34
210,Balanced,Claudia,MSFT,200,195.02,SELL,2026-07-30,2026-08-01,NASDAQ,USD,Equity,Technology,UBS,"Orozco, Winters and Obrien",19.5
211,Growth,Adam,BAC,500,236.76,SELL,2026-07-07,2026-07-09,NYSE,USD,Equity,Financial,Morgan Stanley,Greer-Parsons,59.19
212,ETF,Stephanie,AMZN,1000,88.68,SELL,2026-07-10,2026-07-12,NASDAQ,USD,Equity,Consumer,Bank of America,"Moreno, Hall and Hernandez",44.34
213,Balanced,Glenn,BAC,200,101.89,BUY,2026-07-25,2026-07-27,NYSE,USD,Equity,Financial,Goldman Sachs,Underwood Group,10.19
214,Retirement,Kelly,GS,200,418.96,BUY,2026-07-29,2026-07-31,NYSE,USD,Equity,Financial,Citi,Moore-Wilcox,41.9
215,Income,James,JNJ,500,295.83,BUY,2026-07-08,2026-07-10,NYSE,USD,Equity,Healthcare,Morgan Stanley,Johnson Group,73.96
216,ETF,Jose,WFC,100,294.03,SELL,2026-07-25,2026-07-27,NYSE,USD,Equity,Financial,UBS,"Anderson, Little and Morris",14.7
217,Retirement,Michael,MSFT,500,145.93,SELL,2026-07-12,2026-07-14,NASDAQ,USD,Equity,Technology,UBS,"Lamb, Williams and Dean",36.48
218,Growth,Daniel,PFE,1000,328.93,BUY,2026-07-09,2026-07-11,NYSE,USD,Equity,Healthcare,Morgan Stanley,Lopez-Rosales,164.47
219,Growth,Dawn,TSLA,1000,458.94,SELL,2026-07-30,2026-08-01,NASDAQ,USD,Equity,Auto,Bank of America,"Ramos, York and Lopez",229.47
220,Income,Carol,GOOGL,1000,255.75,BUY,2026-07-30,2026-08-01,NASDAQ,USD,Equity,Technology,Goldman Sachs,"Sanchez, Oneal and White",127.88
221,Retirement,Justin,CVX,200,90.33,SELL,2026-07-31,2026-08-02,NYSE,USD,Equity,Energy,Morgan Stanley,"Bates, Holmes and Cole",9.03
222,Retirement,Marcus,GOOGL,100,434.19,SELL,2026-07-26,2026-07-28,NASDAQ,USD,Equity,Technology,Bank of America,Ruiz-Bowman,21.71
223,Retirement,Alexis,GS,500,262.48,BUY,2026-07-11,2026-07-13,NYSE,USD,Equity,Financial,Citi,"Harrison, Saunders and Hoover",65.62
224,Retirement,Joseph,TSLA,100,108.12,BUY,2026-07-31,2026-08-02,NASDAQ,USD,Equity,Auto,Citi,Lopez Inc,5.41
225,ETF,Christopher,AMZN,200,296.58,SELL,2026-07-18,2026-07-20,NASDAQ,USD,Equity,Consumer,UBS,"Ford, Martinez and Joseph",29.66
226,Growth,Kenneth,META,200,213.56,SELL,2026-07-23,2026-07-25,NASDAQ,USD,Equity,Technology,Goldman Sachs,Newman LLC,21.36
227,Balanced,Jacob,NVDA,1000,147.67,SELL,2026-07-08,2026-07-10,NASDAQ,USD,Equity,Technology,JPMorgan,Carter PLC,73.84
228,ETF,Jennifer,XOM,200,50.86,SELL,2026-07-24,2026-07-26,NYSE,USD,Equity,Energy,Citi,Hill-Preston,5.09
229,Income,Jason,AAPL,1000,383.36,BUY,2026-07-02,2026-07-04,NASDAQ,USD,Equity,Technology,Citi,Montgomery-Solis,191.68
230,Retirement,Tyler,PFE,200,263.02,SELL,2026-07-13,2026-07-15,NYSE,USD,Equity,Healthcare,JPMorgan,Rodriguez Group,26.3
231,Balanced,Tiffany,BAC,500,405.91,BUY,2026-07-17,2026-07-19,NYSE,USD,Equity,Financial,Citi,Richard Inc,101.48
232,Growth,Trevor,AMZN,100,377.56,BUY,2026-07-17,2026-07-19,NASDAQ,USD,Equity,Consumer,Bank of America,"Rollins, Dennis and Cain",18.88
233,ETF,Brian,GOOGL,500,312.38,SELL,2026-07-16,2026-07-18,NASDAQ,USD,Equity,Technology,UBS,Walsh-Flynn,78.09
234,Balanced,Kaitlin,TSLA,200,252.32,SELL,2026-07-10,2026-07-12,NASDAQ,USD,Equity,Auto,Citi,Richardson-Flynn,25.23
235,Growth,John,NVDA,100,386.03,SELL,2026-07-30,2026-08-01,NASDAQ,USD,Equity,Technology,Bank of America,"Parker, Young and Beard",19.3
236,Balanced,Julia,AAPL,1000,351.72,BUY,2026-07-07,2026-07-09,NASDAQ,USD,Equity,Technology,Citi,"White, Patterson and Dean",175.86
237,Balanced,Karen,WFC,100,315.92,BUY,2026-07-27,2026-07-29,NYSE,USD,Equity,Financial,JPMorgan,Smith-Webb,15.8
238,ETF,Jeffrey,CVX,500,385.94,BUY,2026-07-24,2026-07-26,NYSE,USD,Equity,Energy,Citi,"Marshall, Kelley and Coleman",96.48
239,Income,Kristen,GOOGL,100,339.87,SELL,2026-07-16,2026-07-18,NASDAQ,USD,Equity,Technology,Morgan Stanley,"White, Wilson and Murphy",16.99
240,ETF,Gina,MSFT,500,133.74,BUY,2026-07-25,2026-07-27,NASDAQ,USD,Equity,Technology,Morgan Stanley,Potter and Sons,33.44
241,Growth,Sean,AMZN,100,227.04,BUY,2026-07-04,2026-07-06,NASDAQ,USD,Equity,Consumer,JPMorgan,"Miller, Greene and Murray",11.35
242,Balanced,Tony,TSLA,500,427.25,SELL,2026-07-03,2026-07-05,NASDAQ,USD,Equity,Auto,Goldman Sachs,Morton Inc,106.81
243,Retirement,Kimberly,BAC,500,353.72,SELL,2026-07-26,2026-07-28,NYSE,USD,Equity,Financial,Goldman Sachs,"Cross, Mitchell and Thomas",88.43
244,Retirement,Rebecca,AAPL,1000,399.98,BUY,2026-07-12,2026-07-14,NASDAQ,USD,Equity,Technology,JPMorgan,Reeves-Carson,199.99
245,Growth,Elizabeth,JNJ,100,158.8,BUY,2026-07-17,2026-07-19,NYSE,USD,Equity,Healthcare,Goldman Sachs,Ramos-Lewis,7.94
246,Income,Timothy,WFC,1000,391.94,BUY,2026-07-06,2026-07-08,NYSE,USD,Equity,Financial,Bank of America,Powell and Sons,195.97
247,Income,Hannah,CVX,1000,86.48,SELL,2026-07-28,2026-07-30,NYSE,USD,Equity,Energy,Citi,Horton-Davis,43.24
248,ETF,Jeffery,PFE,500,284.41,BUY,2026-07-08,2026-07-10,NYSE,USD,Equity,Healthcare,Bank of America,Martinez and Sons,71.1
249,Income,Juan,BAC,500,324.28,BUY,2026-07-20,2026-07-22,NYSE,USD,Equity,Financial,UBS,Ball PLC,81.07
250,Income,Mark,XOM,500,124.32,SELL,2026-07-02,2026-07-04,NYSE,USD,Equity,Energy,UBS,Miller-Walker,31.08
251,Income,Katie,MSFT,1000,492.37,SELL,2026-07-05,2026-07-07,NASDAQ,USD,Equity,Technology,UBS,Gibbs-Robertson,246.19
252,Income,Anthony,META,200,340.15,SELL,2026-07-31,2026-08-02,NASDAQ,USD,Equity,Technology,Citi,"Frank, Castillo and Le",34.02
253,Retirement,John,META,1000,383.18,SELL,2026-07-22,2026-07-24,NASDAQ,USD,Equity,Technology,UBS,Higgins PLC,191.59
254,Retirement,Jacqueline,PFE,200,366.21,BUY,2026-07-30,2026-08-01,NYSE,USD,Equity,Healthcare,JPMorgan,"Tate, Knapp and Williams",36.62
255,Growth,Virginia,MSFT,500,101.15,SELL,2026-07-25,2026-07-27,NASDAQ,USD,Equity,Technology,UBS,"Lewis, Banks and Bishop",25.29
256,Balanced,Crystal,MSFT,100,309.67,SELL,2026-07-16,2026-07-18,NASDAQ,USD,Equity,Technology,UBS,Orozco-Peters,15.48
257,Growth,Johnathan,PFE,100,343.04,BUY,2026-07-22,2026-07-24,NYSE,USD,Equity,Healthcare,Morgan Stanley,Walker and Sons,17.15
258,ETF,Miguel,GOOGL,500,144.72,SELL,2026-07-13,2026-07-15,NASDAQ,USD,Equity,Technology,Bank of America,Reed-Gonzalez,36.18
259,Growth,Randy,NVDA,100,401.23,BUY,2026-07-23,2026-07-25,NASDAQ,USD,Equity,Technology,Morgan Stanley,Villarreal Inc,20.06
260,Income,Gary,CVX,200,186.62,SELL,2026-07-11,2026-07-13,NYSE,USD,Equity,Energy,Goldman Sachs,"Walsh, Wells and Miller",18.66
261,Balanced,Chad,TSLA,100,34.28,BUY,2026-07-15,2026-07-17,NASDAQ,USD,Equity,Auto,UBS,Rhodes-Graves,1.71
262,Retirement,Daniel,JPM,100,272.76,SELL,2026-07-20,2026-07-22,NYSE,USD,Equity,Financial,JPMorgan,Ferguson-Hayden,13.64
263,ETF,Amanda,MSFT,100,156.08,BUY,2026-07-25,2026-07-27,NASDAQ,USD,Equity,Technology,JPMorgan,Hahn and Sons,7.8
264,ETF,Kristin,NVDA,500,390.17,BUY,2026-07-13,2026-07-15,NASDAQ,USD,Equity,Technology,Bank of America,Davila Ltd,97.54
265,ETF,Michael,JPM,1000,163.91,BUY,2026-07-30,2026-08-01,NYSE,USD,Equity,Financial,Goldman Sachs,Mosley Ltd,81.95
266,Growth,Joshua,XOM,1000,238.0,BUY,2026-07-07,2026-07-09,NYSE,USD,Equity,Energy,Goldman Sachs,Richardson-Crosby,119.0
267,Retirement,Michael,GOOGL,500,498.15,BUY,2026-07-12,2026-07-14,NASDAQ,USD,Equity,Technology,Citi,"Garcia, Harper and Marshall",124.54
268,Balanced,Ryan,WFC,100,281.21,BUY,2026-07-07,2026-07-09,NYSE,USD,Equity,Financial,Goldman Sachs,Pitts Inc,14.06
269,ETF,Joshua,XOM,500,285.0,BUY,2026-07-05,2026-07-07,NYSE,USD,Equity,Energy,Citi,Stevens-Hawkins,71.25
270,Retirement,Amy,MSFT,100,399.44,BUY,2026-07-20,2026-07-22,NASDAQ,USD,Equity,Technology,JPMorgan,Sanders-Thompson,19.97
271,Growth,Dean,WFC,200,393.39,SELL,2026-07-28,2026-07-30,NYSE,USD,Equity,Financial,Bank of America,"Ward, Roberson and Simon",39.34
272,Income,Laura,JNJ,200,62.33,BUY,2026-07-15,2026-07-17,NYSE,USD,Equity,Healthcare,JPMorgan,Hernandez Ltd,6.23
273,ETF,Joshua,NVDA,1000,206.75,SELL,2026-07-22,2026-07-24,NASDAQ,USD,Equity,Technology,Morgan Stanley,"Nelson, Ross and Jackson",103.38
274,Growth,Billy,CVX,200,161.4,SELL,2026-07-09,2026-07-11,NYSE,USD,Equity,Energy,UBS,Smith-Williams,16.14
275,Income,Jason,CVX,1000,492.73,SELL,2026-07-06,2026-07-08,NYSE,USD,Equity,Energy,Morgan Stanley,Vance Group,246.37
276,Balanced,Melissa,WFC,200,194.22,BUY,2026-07-20,2026-07-22,NYSE,USD,Equity,Financial,UBS,"Ford, Rodriguez and Palmer",19.42
277,Retirement,Jaclyn,GOOGL,200,464.81,BUY,2026-07-20,2026-07-22,NASDAQ,USD,Equity,Technology,Bank of America,Howard-Green,46.48
278,Retirement,Phillip,JNJ,100,214.77,SELL,2026-07-30,2026-08-01,NYSE,USD,Equity,Healthcare,UBS,Fisher Group,10.74
279,ETF,Joshua,TSLA,100,163.4,BUY,2026-07-08,2026-07-10,NASDAQ,USD,Equity,Auto,Bank of America,"Gomez, Gomez and Michael",8.17
280,Retirement,Jennifer,GS,200,187.1,SELL,2026-07-05,2026-07-07,NYSE,USD,Equity,Financial,JPMorgan,Patel-Walker,18.71
281,ETF,Seth,TSLA,200,222.23,SELL,2026-07-04,2026-07-06,NASDAQ,USD,Equity,Auto,JPMorgan,Martinez-Hansen,22.22
282,Balanced,Melanie,NVDA,100,463.13,SELL,2026-07-24,2026-07-26,NASDAQ,USD,Equity,Technology,UBS,"Knight, White and Ruiz",23.16
283,Income,Sean,MSFT,200,25.41,BUY,2026-07-09,2026-07-11,NASDAQ,USD,Equity,Technology,Citi,Powers LLC,2.54
284,Growth,Kyle,AMZN,200,385.9,SELL,2026-07-08,2026-07-10,NASDAQ,USD,Equity,Consumer,UBS,Casey LLC,38.59
285,ETF,Gary,JNJ,500,26.8,SELL,2026-07-09,2026-07-11,NYSE,USD,Equity,Healthcare,Goldman Sachs,"Bell, Kline and Anderson",6.7
286,ETF,Jordan,CVX,500,88.71,SELL,2026-07-10,2026-07-12,NYSE,USD,Equity,Energy,Goldman Sachs,"Bryant, Pollard and Beck",22.18
287,ETF,Charles,JPM,100,97.14,SELL,2026-07-25,2026-07-27,NYSE,USD,Equity,Financial,JPMorgan,Ware Group,4.86
288,Growth,Philip,TSLA,200,322.19,SELL,2026-07-31,2026-08-02,NASDAQ,USD,Equity,Auto,Goldman Sachs,Mercado-Garza,32.22
289,Balanced,Seth,GS,500,255.24,SELL,2026-07-23,2026-07-25,NYSE,USD,Equity,Financial,Citi,Burns Group,63.81
290,Balanced,Aaron,TSLA,500,77.01,SELL,2026-07-02,2026-07-04,NASDAQ,USD,Equity,Auto,Bank of America,Peck-Mcdonald,19.25
291,Growth,Karen,GS,200,395.89,BUY,2026-07-25,2026-07-27,NYSE,USD,Equity,Financial,Goldman Sachs,"Hobbs, Chavez and Wright",39.59
292,ETF,James,MSFT,100,376.04,SELL,2026-07-22,2026-07-24,NASDAQ,USD,Equity,Technology,Goldman Sachs,Ward-Vargas,18.8
293,Growth,Danielle,AAPL,500,394.01,SELL,2026-07-25,2026-07-27,NASDAQ,USD,Equity,Technology,Citi,Davis-Rivera,98.5
294,ETF,Matthew,BAC,100,442.45,BUY,2026-07-31,2026-08-02,NYSE,USD,Equity,Financial,JPMorgan,"Berry, Wilkinson and Curry",22.12
295,Balanced,Lindsay,BAC,500,138.08,SELL,2026-07-06,2026-07-08,NYSE,USD,Equity,Financial,JPMorgan,"Calhoun, Smith and Dawson",34.52
296,ETF,Harold,CVX,1000,123.4,BUY,2026-07-16,2026-07-18,NYSE,USD,Equity,Energy,Citi,Trujillo LLC,61.7
297,Growth,David,CVX,500,124.9,SELL,2026-07-13,2026-07-15,NYSE,USD,Equity,Energy,Citi,Kelley Ltd,31.23
298,ETF,David,BAC,100,61.68,SELL,2026-07-26,2026-07-28,NYSE,USD,Equity,Financial,Goldman Sachs,"Bell, Moreno and Harris",3.08
299,Growth,Brenda,NVDA,500,228.26,SELL,2026-07-23,2026-07-25,NASDAQ,USD,Equity,Technology,JPMorgan,Price-Gallagher,57.06
300,Balanced,Linda,META,200,95.24,SELL,2026-07-23,2026-07-25,NASDAQ,USD,Equity,Technology,Goldman Sachs,"Contreras, Friedman and Chambers",9.52
301,Income,Ricardo,GOOGL,1000,343.69,BUY,2026-07-25,2026-07-27,NASDAQ,USD,Equity,Technology,Goldman Sachs,Schwartz-Taylor,171.84
302,Growth,April,PFE,500,69.94,SELL,2026-07-28,2026-07-30,NYSE,USD,Equity,Healthcare,UBS,Dunn-Sampson,17.48
303,Growth,Ian,GOOGL,200,387.02,SELL,2026-07-02,2026-07-04,NASDAQ,USD,Equity,Technology,Goldman Sachs,Bowen LLC,38.7
304,Growth,Johnathan,WFC,200,163.35,SELL,2026-07-27,2026-07-29,NYSE,USD,Equity,Financial,Morgan Stanley,Davis Group,16.34
305,Income,Eddie,WFC,1000,333.78,SELL,2026-07-08,2026-07-10,NYSE,USD,Equity,Financial,Bank of America,Little PLC,166.89
306,Growth,Emily,GS,1000,124.99,BUY,2026-07-30,2026-08-01,NYSE,USD,Equity,Financial,Goldman Sachs,Peterson-Johnson,62.5
307,Growth,Colleen,CVX,500,136.97,SELL,2026-07-11,2026-07-13,NYSE,USD,Equity,Energy,UBS,Garcia-Rodriguez,34.24
308,Retirement,Jacqueline,META,500,26.26,BUY,2026-07-30,2026-08-01,NASDAQ,USD,Equity,Technology,UBS,Miller Ltd,6.57
309,Growth,Jacob,GOOGL,500,236.19,BUY,2026-07-16,2026-07-18,NASDAQ,USD,Equity,Technology,Bank of America,"Cunningham, Lucero and Campos",59.05
310,Balanced,Tanya,AAPL,1000,142.41,BUY,2026-07-10,2026-07-12,NASDAQ,USD,Equity,Technology,JPMorgan,"Thomas, Wallace and Mendoza",71.2
311,ETF,Shannon,TSLA,1000,322.74,BUY,2026-07-31,2026-08-02,NASDAQ,USD,Equity,Auto,Bank of America,Burns PLC,161.37
312,Balanced,Amanda,JNJ,500,394.84,SELL,2026-07-26,2026-07-28,NYSE,USD,Equity,Healthcare,UBS,"Francis, Hebert and Wilson",98.71
313,Retirement,Dalton,AMZN,100,242.03,SELL,2026-07-12,2026-07-14,NASDAQ,USD,Equity,Consumer,Bank of America,"Davis, Hobbs and Howard",12.1
314,Growth,Cameron,NVDA,100,365.94,SELL,2026-07-28,2026-07-30,NASDAQ,USD,Equity,Technology,Goldman Sachs,Rice-Carr,18.3
315,ETF,Patrick,META,100,302.47,SELL,2026-07-25,2026-07-27,NASDAQ,USD,Equity,Technology,Bank of America,"Wilkins, Bishop and Brown",15.12
316,Balanced,Bailey,XOM,200,377.3,BUY,2026-07-12,2026-07-14,NYSE,USD,Equity,Energy,UBS,"Adams, Bradshaw and Graham",37.73
317,Growth,Brian,WFC,100,256.08,BUY,2026-07-08,2026-07-10,NYSE,USD,Equity,Financial,JPMorgan,Bryan-Rogers,12.8
318,Growth,Jerry,BAC,100,295.15,BUY,2026-07-07,2026-07-09,NYSE,USD,Equity,Financial,Morgan Stanley,Johnson Group,14.76
319,Income,Scott,META,500,493.59,BUY,2026-07-15,2026-07-17,NASDAQ,USD,Equity,Technology,UBS,"Finley, Morris and Rosales",123.4
320,Balanced,Andrew,WFC,500,56.46,BUY,2026-07-21,2026-07-23,NYSE,USD,Equity,Financial,Citi,"Hendrix, Carroll and Diaz",14.12
321,Income,Heather,NVDA,1000,63.66,BUY,2026-07-17,2026-07-19,NASDAQ,USD,Equity,Technology,JPMorgan,"Wright, Rose and Vasquez",31.83
322,Income,Christopher,CVX,500,308.9,SELL,2026-07-10,2026-07-12,NYSE,USD,Equity,Energy,Goldman Sachs,Diaz-Scott,77.23
323,Growth,Janet,JPM,1000,206.25,BUY,2026-07-27,2026-07-29,NYSE,USD,Equity,Financial,Morgan Stanley,Thompson-Wilson,103.12
324,Income,Kathryn,JNJ,100,423.98,BUY,2026-07-19,2026-07-21,NYSE,USD,Equity,Healthcare,Morgan Stanley,"Hernandez, Brown and Gonzalez",21.2
325,Retirement,Hannah,MSFT,500,320.13,BUY,2026-07-31,2026-08-02,NASDAQ,USD,Equity,Technology,UBS,"Andrews, Thompson and Rodgers",80.03
326,Growth,Barbara,NVDA,500,136.26,SELL,2026-07-11,2026-07-13,NASDAQ,USD,Equity,Technology,UBS,Kane-Cabrera,34.06
327,Growth,James,WFC,100,370.23,BUY,2026-07-31,2026-08-02,NYSE,USD,Equity,Financial,JPMorgan,Perkins-Jenkins,18.51
328,Growth,Daniel,GOOGL,200,451.75,SELL,2026-07-02,2026-07-04,NASDAQ,USD,Equity,Technology,Citi,Clark-Sanchez,45.18
329,Growth,Nichole,META,200,413.83,BUY,2026-07-29,2026-07-31,NASDAQ,USD,Equity,Technology,UBS,Peters-Newman,41.38
330,Growth,Ruth,JNJ,500,180.72,SELL,2026-07-22,2026-07-24,NYSE,USD,Equity,Healthcare,Citi,Scott-Villanueva,45.18
331,Balanced,Michael,JNJ,200,452.56,BUY,2026-07-02,2026-07-04,NYSE,USD,Equity,Healthcare,JPMorgan,Morrow-Anderson,45.26
332,ETF,Thomas,META,200,273.15,BUY,2026-07-03,2026-07-05,NASDAQ,USD,Equity,Technology,Goldman Sachs,Macdonald-Sanders,27.31
333,Retirement,Jose,BAC,100,393.85,SELL,2026-07-08,2026-07-10,NYSE,USD,Equity,Financial,Morgan Stanley,Williams-Duffy,19.69
334,ETF,Sara,GS,1000,47.66,BUY,2026-07-27,2026-07-29,NYSE,USD,Equity,Financial,Goldman Sachs,Lindsey-Adams,23.83
335,Growth,Stanley,GS,200,474.22,BUY,2026-07-09,2026-07-11,NYSE,USD,Equity,Financial,Morgan Stanley,"Tran, Mendoza and Johnson",47.42
336,ETF,David,GOOGL,100,480.55,BUY,2026-07-11,2026-07-13,NASDAQ,USD,Equity,Technology,Bank of America,Kennedy PLC,24.03
337,Income,Andrew,NVDA,1000,240.71,SELL,2026-07-31,2026-08-02,NASDAQ,USD,Equity,Technology,UBS,Hunt LLC,120.36
338,Retirement,Elizabeth,CVX,200,64.37,BUY,2026-07-29,2026-07-31,NYSE,USD,Equity,Energy,UBS,Chen-Garza,6.44
339,ETF,Amanda,TSLA,500,215.31,SELL,2026-07-26,2026-07-28,NASDAQ,USD,Equity,Auto,Citi,Allen-Hernandez,53.83
340,Growth,Susan,JPM,500,78.11,BUY,2026-07-27,2026-07-29,NYSE,USD,Equity,Financial,Goldman Sachs,Mullen-Brown,19.53
341,Balanced,Michele,XOM,500,232.14,SELL,2026-07-29,2026-07-31,NYSE,USD,Equity,Energy,Citi,Martin PLC,58.04
342,Income,Monica,BAC,100,438.58,SELL,2026-07-02,2026-07-04,NYSE,USD,Equity,Financial,UBS,"Ramirez, Wright and Ford",21.93
343,Retirement,Michael,TSLA,1000,331.31,SELL,2026-07-10,2026-07-12,NASDAQ,USD,Equity,Auto,Goldman Sachs,"Hopkins, Fowler and Alexander",165.66
344,Balanced,Anthony,MSFT,200,91.48,BUY,2026-07-24,2026-07-26,NASDAQ,USD,Equity,Technology,JPMorgan,Gibbs Inc,9.15
345,Balanced,Sharon,PFE,1000,297.22,SELL,2026-07-14,2026-07-16,NYSE,USD,Equity,Healthcare,JPMorgan,George-Garcia,148.61
346,Balanced,Kim,GOOGL,1000,89.56,BUY,2026-07-06,2026-07-08,NASDAQ,USD,Equity,Technology,JPMorgan,Gillespie Group,44.78
347,Income,Nicole,TSLA,100,362.84,BUY,2026-07-23,2026-07-25,NASDAQ,USD,Equity,Auto,UBS,"Ortega, Castro and Morales",18.14
348,Income,Michael,TSLA,1000,362.47,BUY,2026-07-14,2026-07-16,NASDAQ,USD,Equity,Auto,Citi,Sexton and Sons,181.24
349,ETF,Blake,NVDA,500,137.36,BUY,2026-07-09,2026-07-11,NASDAQ,USD,Equity,Technology,Morgan Stanley,Henderson Inc,34.34
350,Balanced,James,CVX,500,289.08,BUY,2026-07-23,2026-07-25,NYSE,USD,Equity,Energy,Goldman Sachs,English and Sons,72.27
351,ETF,Steven,AMZN,500,40.23,SELL,2026-07-16,2026-07-18,NASDAQ,USD,Equity,Consumer,UBS,"Moore, English and Nelson",10.06
352,Growth,Mandy,GS,100,157.9,SELL,2026-07-25,2026-07-27,NYSE,USD,Equity,Financial,Goldman Sachs,White-Franklin,7.9
353,ETF,Jennifer,TSLA,100,445.79,BUY,2026-07-12,2026-07-14,NASDAQ,USD,Equity,Auto,Bank of America,Maldonado-Cruz,22.29
354,Income,Rose,AMZN,100,214.23,BUY,2026-07-31,2026-08-02,NASDAQ,USD,Equity,Consumer,Citi,Doyle-Greene,10.71
355,ETF,Kelly,AMZN,500,337.79,SELL,2026-07-19,2026-07-21,NASDAQ,USD,Equity,Consumer,JPMorgan,Taylor-Lee,84.45
356,Growth,Derrick,MSFT,100,174.53,BUY,2026-07-03,2026-07-05,NASDAQ,USD,Equity,Technology,Morgan Stanley,York PLC,8.73
357,Growth,Sherry,META,500,295.34,SELL,2026-07-16,2026-07-18,NASDAQ,USD,Equity,Technology,Bank of America,"Grant, Osborn and Walker",73.84
